,0
Bk247,1.7757010012481105e-08
Bk248m,8.451353616438083e-09
Bk249,1.3311268937020511e-11
Bk250,2.216621776924982e-07
Cf246,4.815027345540914e-10
Cf247,1.2708129527916416e-06
Cf248,3.0822041215321397e-12
Cf249,5.389023500318256e-08
Cf250,4.179520780779744e-10
Cf251,1.5449874194466624e-08
Cf252,4.147418425733785e-10
Cf253,3.589262460187428e-11
Es249,7.173608727516743e-08
Es250,2.5206986332285813e-07
Es250m,1.227354752911324e-07
Es252,4.4021847915058385e-08
Es253,3.714023508102564e-10
Es254,4.0605062004562974e-10
Es254m,9.796017800696102e-08
Es255,9.713351786319143e-10
Es256m,3.616349831932298e-08
Fm251,5.0257019480102993e-08
Fm252,3.907128953356306e-12
Fm253,1.0028015627828213e-08
Fm254,5.378450816584458e-10
Fm255,3.413009322765446e-09
Fm257,1.585890653426265e-08
